20190626-000001,OK,13.00,13.00,31.0,30.0
20190626-000501,OK,13.00,13.00,31.0,30.0
20190626-001002,OK,13.00,13.00,31.0,30.0
20190626-001501,OK,13.00,13.00,31.0,30.0
20190626-002002,OK,13.00,13.00,31.0,30.0
20190626-002501,OK,13.00,13.00,31.0,29.0
20190626-003001,OK,13.00,13.00,31.0,29.0
20190626-003502,OK,13.00,13.00,31.0,29.0
20190626-004001,OK,13.00,13.00,31.0,29.0
20190626-004502,OK,13.00,13.00,31.0,29.0
20190626-005001,OK,13.00,13.00,31.0,29.0
20190626-005501,OK,13.00,13.00,31.0,29.0
20190626-010002,OK,13.00,13.00,31.0,29.0
20190626-010501,OK,13.00,13.00,31.0,29.0
20190626-011001,OK,13.00,13.00,31.0,29.0
20190626-011501,OK,13.00,13.00,31.0,29.0
20190626-012001,OK,13.00,13.00,31.0,29.0
20190626-012502,OK,13.00,13.00,31.0,29.0
20190626-013001,OK,13.00,13.00,31.0,29.0
20190626-013502,OK,13.00,13.00,31.0,29.0
20190626-014001,OK,13.00,13.00,31.0,29.0
20190626-014501,OK,13.00,13.00,31.0,29.0
20190626-015002,OK,13.00,13.00,31.0,29.0
20190626-015501,OK,13.00,13.00,31.0,29.0
20190626-020002,OK,13.00,13.00,31.0,29.0
20190626-020501,OK,13.00,13.00,31.0,29.0
20190626-021001,OK,13.00,13.00,31.0,29.0
20190626-021502,OK,12.00,13.00,31.0,29.0
20190626-022001,OK,13.00,13.00,31.0,29.0
20190626-022502,OK,13.00,13.00,31.0,29.0
20190626-023001,OK,13.00,13.00,31.0,29.0
20190626-023501,OK,12.00,13.00,31.0,30.0
20190626-024002,OK,12.00,13.00,31.0,29.0
20190626-024501,OK,12.00,13.00,31.0,29.0
20190626-025002,OK,12.00,13.00,31.0,29.0
20190626-025501,OK,12.00,13.00,31.0,29.0
20190626-030001,OK,12.00,13.00,31.0,29.0
20190626-030502,OK,12.00,13.00,31.0,29.0
20190626-031001,OK,12.00,13.00,31.0,29.0
20190626-031502,OK,12.00,13.00,31.0,29.0
20190626-032001,OK,12.00,13.00,31.0,29.0
20190626-032501,OK,12.00,13.00,31.0,29.0
20190626-033002,OK,12.00,13.00,31.0,29.0
20190626-033501,OK,12.00,13.00,31.0,29.0
20190626-034002,OK,12.00,13.00,31.0,29.0
20190626-034501,OK,12.00,13.00,31.0,29.0
20190626-035001,OK,12.00,13.00,31.0,29.0
20190626-035502,OK,12.00,13.00,31.0,29.0
20190626-040001,OK,12.00,13.00,31.0,29.0
20190626-040502,OK,12.00,13.00,31.0,29.0
20190626-041001,OK,12.00,13.00,31.0,29.0
20190626-041501,OK,12.00,13.00,31.0,29.0
20190626-042002,OK,12.00,13.00,31.0,29.0
20190626-042501,OK,12.00,13.00,31.0,29.0
20190626-043002,OK,12.00,13.00,31.0,29.0
20190626-043501,OK,12.00,13.00,31.0,29.0
20190626-044002,OK,12.00,13.00,31.0,29.0
20190626-044501,OK,12.00,13.00,31.0,29.0
20190626-045001,OK,12.00,13.00,31.0,29.0
20190626-045502,OK,12.00,13.00,31.0,29.0
20190626-050001,OK,12.00,13.00,31.0,29.0
20190626-050501,OK,12.00,13.00,31.0,29.0
20190626-051002,OK,12.00,13.00,31.0,29.0
20190626-051501,OK,12.00,13.00,31.0,29.0
20190626-052002,OK,12.00,13.00,31.0,29.0
20190626-052501,OK,12.00,13.00,31.0,29.0
20190626-053001,OK,12.00,13.00,31.0,29.0
20190626-053501,OK,12.00,13.00,31.0,29.0
20190626-054001,OK,12.00,13.00,31.0,29.0
20190626-054502,OK,12.00,13.00,31.0,29.0
20190626-055001,OK,12.00,13.00,31.0,29.0
20190626-055502,OK,12.00,13.00,31.0,29.0
20190626-060001,OK,12.00,13.00,31.0,29.0
20190626-060501,OK,12.00,13.00,31.0,29.0
20190626-061002,OK,12.00,13.00,31.0,29.0
20190626-061501,OK,12.00,13.00,31.0,29.0
20190626-062002,OK,12.00,13.00,31.0,29.0
20190626-062501,OK,12.00,13.00,31.0,29.0
20190626-063001,OK,12.00,13.00,31.0,29.0
20190626-063502,OK,12.00,13.00,31.0,29.0
20190626-064001,OK,12.00,13.00,31.0,29.0
20190626-064502,OK,12.00,13.00,31.0,29.0
20190626-065001,OK,12.00,12.00,31.0,29.0
20190626-065501,OK,12.00,12.00,31.0,29.0
20190626-070002,OK,12.00,13.00,31.0,29.0
20190626-070501,OK,12.00,12.00,31.0,29.0
20190626-071002,OK,12.00,12.00,31.0,29.0
20190626-071501,OK,12.00,13.00,31.0,29.0
20190626-072001,OK,12.00,12.00,31.0,29.0
20190626-072501,OK,12.00,12.00,31.0,29.0
20190626-073002,OK,12.00,12.00,31.0,29.0
20190626-073501,OK,12.00,12.00,31.0,29.0
20190626-074002,OK,12.00,12.00,31.0,29.0
20190626-074501,OK,12.00,12.00,31.0,29.0
20190626-075002,OK,12.00,12.00,31.0,29.0
20190626-075501,OK,12.00,12.00,31.0,29.0
20190626-080001,OK,12.00,12.00,31.0,29.0
20190626-080502,OK,12.00,12.00,31.0,29.0
20190626-081001,OK,12.00,12.00,31.0,29.0
20190626-081501,OK,12.00,12.00,31.0,29.0
20190626-082002,OK,12.00,12.00,31.0,29.0
20190626-082501,OK,12.00,12.00,31.0,29.0
20190626-083001,OK,12.00,12.00,31.0,29.0
20190626-083501,OK,12.00,12.00,31.0,29.0
20190626-084001,OK,12.00,12.00,31.0,29.0
20190626-084502,OK,12.00,12.00,31.0,29.0
20190626-085002,OK,12.00,12.00,31.0,29.0
20190626-085501,OK,12.00,12.00,31.0,29.0
20190626-090001,OK,12.00,12.00,31.0,30.0
20190626-090502,OK,12.00,12.00,31.0,30.0
20190626-091001,OK,12.00,12.00,31.0,30.0
20190626-091501,OK,12.00,12.00,31.0,30.0
20190626-092001,OK,12.00,12.00,31.0,30.0
20190626-092501,OK,12.00,12.00,31.0,30.0
20190626-093001,OK,12.00,12.00,31.0,30.0
20190626-093501,OK,12.00,12.00,31.0,30.0
20190626-094002,OK,12.00,12.00,29.0,33.0
20190626-094501,OK,12.00,12.00,29.0,34.0
20190626-095002,OK,12.00,12.00,28.0,35.0
20190626-095501,OK,12.00,12.00,29.0,34.0
20190626-100002,OK,12.00,12.00,29.0,33.0
20190626-100501,OK,12.00,12.00,28.0,35.0
20190626-101002,OK,12.00,12.00,27.0,38.0
20190626-101501,OK,12.00,12.00,26.0,39.0
20190626-102001,OK,12.00,12.00,26.0,39.0
20190626-102501,OK,12.00,12.00,27.0,38.0
20190626-103002,OK,12.00,12.00,29.0,34.0
20190626-103502,OK,12.00,12.00,29.0,34.0
20190626-104001,OK,12.00,12.00,29.0,34.0
20190626-104501,OK,12.00,12.00,29.0,33.0
20190626-105002,OK,12.00,12.00,31.0,30.0
20190626-105501,OK,12.00,12.00,31.0,29.0
20190626-110002,OK,12.00,12.00,32.0,28.0
20190626-110501,OK,12.00,12.00,32.0,28.0
20190626-111001,OK,12.00,12.00,32.0,27.0
20190626-111501,OK,12.00,13.00,32.0,27.0
20190626-112002,OK,12.00,12.00,32.0,27.0
20190626-112501,OK,12.00,12.00,32.0,27.0
20190626-113002,OK,12.00,12.00,32.0,27.0
20190626-113502,OK,12.00,12.00,33.0,26.0
20190626-114001,OK,12.00,12.00,33.0,26.0
20190626-114501,OK,12.00,12.00,33.0,26.0
20190626-115001,OK,12.00,12.00,33.0,25.0
20190626-115501,OK,12.00,12.00,33.0,25.0
20190626-120002,OK,12.00,12.00,33.0,26.0
20190626-120501,OK,12.00,12.00,33.0,26.0
20190626-121002,OK,12.00,12.00,33.0,26.0
20190626-121501,OK,12.00,12.00,32.0,27.0
20190626-122002,OK,12.00,12.00,32.0,27.0
20190626-122501,OK,12.00,12.00,32.0,27.0
20190626-123001,OK,12.00,12.00,32.0,27.0
20190626-123501,OK,12.00,12.00,32.0,27.0
20190626-124002,OK,12.00,12.00,32.0,27.0
20190626-124501,OK,12.00,12.00,32.0,27.0
20190626-125001,OK,12.00,12.00,32.0,27.0
20190626-125502,OK,12.00,12.00,32.0,27.0
20190626-130001,OK,12.00,12.00,32.0,27.0
20190626-130502,OK,12.00,12.00,32.0,27.0
20190626-131001,OK,12.00,12.00,32.0,27.0
20190626-131501,OK,12.00,12.00,32.0,27.0
20190626-132001,OK,12.00,12.00,32.0,28.0
20190626-132502,OK,12.00,12.00,32.0,28.0
20190626-133001,OK,12.00,12.00,32.0,28.0
20190626-133501,OK,12.00,12.00,32.0,28.0
20190626-134002,OK,12.00,12.00,32.0,28.0
20190626-134501,OK,12.00,12.00,32.0,28.0
20190626-135002,OK,12.00,12.00,32.0,28.0
20190626-135501,OK,12.00,12.00,32.0,28.0
20190626-140002,OK,12.00,12.00,32.0,28.0
20190626-140502,OK,12.00,12.00,32.0,28.0
20190626-141001,OK,12.00,12.00,32.0,28.0
20190626-141502,OK,12.00,12.00,32.0,28.0
20190626-142001,OK,12.00,12.00,32.0,28.0
20190626-142501,OK,12.00,12.00,32.0,28.0
20190626-143002,OK,12.00,12.00,32.0,28.0
20190626-143501,OK,12.00,12.00,32.0,28.0
20190626-144001,OK,12.00,12.00,32.0,28.0
20190626-144501,OK,12.00,12.00,32.0,28.0
20190626-145001,OK,12.00,12.00,32.0,28.0
20190626-145501,OK,12.00,12.00,32.0,28.0
20190626-150002,OK,12.00,12.00,32.0,28.0
20190626-150501,OK,12.00,12.00,32.0,28.0
20190626-151002,OK,12.00,12.00,32.0,28.0
20190626-151501,OK,12.00,12.00,31.0,29.0
20190626-152002,OK,12.00,12.00,31.0,29.0
20190626-152501,OK,12.00,12.00,31.0,29.0
20190626-153001,OK,12.00,12.00,31.0,29.0
20190626-153501,OK,12.00,12.00,31.0,29.0
20190626-154002,OK,12.00,12.00,31.0,29.0
20190626-154501,OK,12.00,12.00,31.0,29.0
20190626-155002,OK,12.00,12.00,32.0,28.0
20190626-155501,OK,12.00,12.00,31.0,29.0
20190626-160001,OK,12.00,12.00,31.0,29.0
20190626-160502,OK,12.00,12.00,31.0,29.0
